Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Madonnina del Pescatore,"via Lungomare Italia 11, Marzocca, 60019, Italy",Marzocca,Italy,€€€€,"Creative, Contemporary",13.2821211,43.6806944,+39071698267,https://guide.michelin.com/en/marche/marzocca/restaurant/madonnina-del-pescatore,https://www.morenocedroni.it/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Il Pagliaccio,"via dei Banchi Vecchi 129/a, Rome, 00186, Italy",Rome,Italy,€€€€,"Creative, Innovative",12.4673729,41.89793,+390668809595,https://guide.michelin.com/en/lazio/roma/restaurant/il-pagliaccio,https://www.ristoranteilpagliaccio.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Glam Enrico Bartolini,"calle Tron, sestiere Santa Croce 1961, Venice, 30124, Italy",Venice,Italy,€€€€,"Creative, Contemporary",12.3298209,45.4413057,+390415235676,https://guide.michelin.com/en/veneto/venezia/restaurant/glam-enrico-bartolini,https://www.enricobartolini.net/ristorante-glam-venezia,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Casa Perbellini,"piazza San Zeno 16, Verona, 37121, Italy",Verona,Italy,€€€€,"Creative, Contemporary",10.9781986,45.4421602,+390458780860,https://guide.michelin.com/en/veneto/verona/restaurant/casa-perbellini,https://www.casaperbellini.com/it/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Ji Pin Court,"3F, 55 South Wulumuqi Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥,Cantonese,121.448654,31.206108,+862164699969,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/ji-pin-court,,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
Da Vittorio,"3F, N3 Building, 600 Zhongshan Dong Er Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥¥,Italian,121.492954,31.229464,+862163302198,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/da-vittorio-570570,https://www.davittorio.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
L'Atelier de Joël Robuchon,"3F, Bund 18, 18 Zhongshan Dong Yi Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥¥,French Contemporary,121.4854,31.239767,+862160718888,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/l-atelier-de-joel-robuchon-506708,http://www.joelrobuchon-china.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
8 ½ Otto e Mezzo Bombana,"6-7F, Associate Mission Building, 169 Yuanmingyuan Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥¥,Italian,121.48346,31.244394,+862160872890,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/8-%C2%BD-otto-e-mezzo-bombana,https://www.laisundining.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Imperial Treasure Fine Chinese Cuisine (Huangpu),"L402-403, 4F, Yi Feng Galleria, 99 East Beijing Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥,Cantonese,121.464502,31.22318,+862153081188,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/imperial-treasure-fine-chinese-cuisine-huangpu,https://www.imperialtreasure.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Visa credit card"
Canton 8 (Runan Street),"63 Runan Street, Shanghai, China Mainland",Shanghai,China Mainland,¥¥,Cantonese,121.47799,31.204708,+862167337123,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/canton-8-runan-street,,2 MICHELIN Stars,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access"
Bao Li Xuan,"3F, Chamber of Commerce Shanghai, Lane 108, North Shanxi Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥¥,Cantonese,121.482315,31.242798,+862136067788,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/bao-li-xuan,https://www.bulgarihotels.com/shanghai,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Xin Rong Ji (Nanyang Road),"170 Nanyang Road, Shanghai, China Mainland",Shanghai,China Mainland,¥¥¥¥,Taizhou,121.45071,31.22789,+862162891717,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/xin-rong-ji-nanyang-road,http://www.xinrongji.cc,2 MICHELIN Stars,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Particularly interesting wine list,Valet parking"
Harbor House,"5600 CA-1, Elk, 95432, USA",Elk,USA,$$$$,"Californian, Creative",-123.719444,39.135876,+18007207474,https://guide.michelin.com/en/california/elk/restaurant/harbor-house,https://www.theharborhouseinn.com/,2 MICHELIN Stars,"Air conditioning,Booking essential,Car park,Credit card / Debit card accepted,Great view,Particularly interesting wine list,Terrace,Wheelchair access"
Vespertine,"3599 Hayden Ave., Culver City, 90232, USA",Culver City,USA,$$$$,Contemporary,-118.38166,34.024204,+13233204023,https://guide.michelin.com/en/california/culver-city/restaurant/vespertine,http://vespertine.la/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Providence,"5955 Melrose Ave., Hollywood, 90038, USA",Hollywood,USA,$$$$,Seafood,-118.3301829,34.083576,+13234604170,https://guide.michelin.com/en/california/hollywood/restaurant/providence,https://providencela.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential - dinner,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access"
Sushi Ginza Onodera,"609 N. La Cienega Blvd., West Hollywood, 90069, USA",West Hollywood,USA,$$$$,"Japanese, Sushi",-118.3766888,34.082251,+13237927776,https://guide.michelin.com/en/california/west-hollywood/restaurant/sushi-ginza-onodera-559850,https://onodera-group.com/,2 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Notable sake list,Valet parking"
Addison,"5200 Grand Del Mar Way, San Diego, 92130, USA",San Diego,USA,$$$$,"Contemporary, Californian",-117.1988908,32.9412972,+18583141900,https://guide.michelin.com/en/california/us-san-diego/restaurant/addison,https://www.addisondelmar.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential - dinner,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Commis,"3859 Piedmont Ave., Oakland, 94611, USA",Oakland,USA,$$$$,Contemporary,-122.254846,37.8246825,+15106533902,https://guide.michelin.com/en/california/oakland/restaurant/commis,https://commisrestaurant.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential - dinner,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
Mélisse,"1104 Wilshire Blvd., Santa Monica, 90401, USA",Santa Monica,USA,$$$$,French,-118.4915408,34.0245313,+13103950881,https://guide.michelin.com/en/california/santa-monica/restaurant/melisse,https://www.citrinandmelisse.com/,2 MICHELIN Stars,"Air conditioning,Booking essential - dinner,Particularly interesting wine list,Valet parking,Wheelchair access"
Hayato,"1320 E. 7th St., Ste. 126, Los Angeles, 90021, USA",Los Angeles,USA,$$$$,"Japanese, Seafood",-118.2418788,34.0338072,+12133950607,https://guide.michelin.com/en/california/us-los-angeles/restaurant/hayato,https://hayatorestaurant.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Visa credit card"
n/naka,"3455 S. Overland Ave., Los Angeles, 90034, USA",Los Angeles,USA,$$$$,"Japanese, Contemporary",-118.41206,34.02526,+13108366252,https://guide.michelin.com/en/california/us-los-angeles/restaurant/n-naka,http://www.n-naka.com,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Lazy Bear,"3416 19th St., San Francisco, 94110, USA",San Francisco,USA,$$$$,"Contemporary, Modern Cuisine",-122.4196716,37.7602404,+14158749921,https://guide.michelin.com/en/california/san-francisco/restaurant/lazy-bear,http://www.lazybearsf.com,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Birdsong,"1085 Mission St., San Francisco, 94103, USA",San Francisco,USA,$$$$,"Contemporary, American",-122.41048,37.779495,+14153699161,https://guide.michelin.com/en/california/san-francisco/restaurant/birdsong,https://www.birdsongsf.com/,2 MICHELIN Stars,"Air conditioning,Booking essential,Credit card / Debit card accepted,Particularly interesting wine list,Wheelchair access"
Saison,"178 Townsend St., San Francisco, 94107, USA",San Francisco,USA,$$$$,"Californian, Contemporary",-122.41543,37.76327,+14158287990,https://guide.michelin.com/en/california/san-francisco/restaurant/saison,https://www.saisonsf.com/,2 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Valet parking,Wheelchair access"
Acquerello,"1722 Sacramento St., San Francisco, 94109, USA",San Francisco,USA,$$$$,"Italian, Contemporary",-122.42131,37.79167,+14155675432,https://guide.michelin.com/en/california/san-francisco/restaurant/acquerello,http://www.acquerellosf.com,2 MICHELIN Stars,"American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Californios,"355 11th St., San Francisco, 94103, USA",San Francisco,USA,$$$$,"Mexican, Contemporary",-122.4131414,37.7712406,+14157570994,https://guide.michelin.com/en/california/san-francisco/restaurant/californios,http://www.californiossf.com,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
D.O.M.,"Rua Barão de Capanema 549, São Paulo, 01411-011, Brazil",São Paulo,Brazil,,Creative,-46.6674788,-23.5661809,+551130880761,https://guide.michelin.com/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,http://www.domrestaurante.com.br/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
Ryo Gastronomia,"Rua Pedroso Alvarenga 665, São Paulo, 04531-001, Brazil",São Paulo,Brazil,,Japanese,-46.6769049,-23.5814487,+551138818110,https://guide.michelin.com/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,https://www.ryogastronomia.com.br/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Notable sake list,Valet parking,Visa credit card,Wheelchair access"
Oteque,"Rua Conde de Irajá 581, Rio de Janeiro, 22271-020, Brazil",Rio de Janeiro,Brazil,,Modern Cuisine,-43.194424,-22.95747,+552134865758,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,https://www.oteque.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Oro,"Avenida General San Martin 889, Rio de Janeiro, 22441-015, Brazil",Rio de Janeiro,Brazil,,Creative,-43.22471,-22.98601,+552125408768,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,http://ororestaurante.com.br/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card"
essência,"Sas utca 17, Budapest, 1051, Hungary",Budapest,Hungary,€€€,"Modern Cuisine, Portuguese",19.0521322,47.5010955,+36706000315,https://guide.michelin.com/en/central-hungary/budapest/restaurant/essencia,https://essenciarestaurant.hu,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Babel,"Piarista Köz 2, Budapest, 1052, Hungary",Budapest,Hungary,€€€€,Modern Cuisine,19.0522285,47.492668,+36706000800,https://guide.michelin.com/en/central-hungary/budapest/restaurant/babel,http://www.babel-budapest.hu,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Borkonyha Winekitchen,"Sas utca 3, Budapest, 1051, Hungary",Budapest,Hungary,€€,Modern Cuisine,19.0524595,47.4993951,+36012660835,https://guide.michelin.com/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,https://borkonyha.hu/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Costes,"Ráday utca 4, Budapest, 1092, Hungary",Budapest,Hungary,€€€€,Modern Cuisine,19.0621952,47.4889155,+3612190696,https://guide.michelin.com/en/central-hungary/budapest/restaurant/costes,https://www.costes.hu/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Salt,"Királyi Pál utca 4, Budapest, 1053, Hungary",Budapest,Hungary,€€€€,Modern Cuisine,19.05914,47.4904,+36703332190,https://guide.michelin.com/en/central-hungary/budapest/restaurant/salt-1196768,https://www.saltbudapest.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Rumour,"Petőfi Tér 3, Budapest, 1051, Hungary",Budapest,Hungary,€€€€,Creative,19.0506611,47.4938437,+36209267837,https://guide.michelin.com/en/central-hungary/budapest/restaurant/rumour,https://rumour.restaurant/,1 MICHELIN Star,"Air conditioning,Counter dining,Mastercard credit card,Visa credit card"
42,"Széchenyi tér 23, Esztergom, 2500, Hungary",Esztergom,Hungary,€€€€,Modern Cuisine,18.7415203,47.7931391,+36706787701,https://guide.michelin.com/en/komarom-esztergom/esztergom/restaurant/42,https://42restaurant.hu/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
Kissa Tanto,"263 E. Pender St., Vancouver, V6A 1T8, Canada",Vancouver,Canada,$$$$,"Fusion, Contemporary",-123.0980763,49.2805255,+17783798078,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/kissa-tanto,https://www.kissatanto.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Published on Main,"3593 Main St., Vancouver, V5V 3N4, Canada",Vancouver,Canada,$$$,"Contemporary, North American",-123.1007713,49.2529239,+16044234840,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/published-on-main,https://www.publishedonmain.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Barbara,"305 E. Pender St., Vancouver, V6A 0J3, Canada",Vancouver,Canada,$$$$,"Contemporary, North American",-123.0969955,49.2804672,,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/barbara,https://barbararestaurant.com/,1 MICHELIN Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Wheelchair access"
Masayoshi,"4376 Fraser St., Vancouver, V5V 4G3, Canada",Vancouver,Canada,$$$$,"Japanese, Sushi",-123.0901179,49.2457708,+16044286272,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/masayoshi,https://www.masayoshi.ca/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
iDen & QuanJuDe Beijing Duck House,"2808 Cambie St., Vancouver, V5Z 2V5, Canada",Vancouver,Canada,$$$$,"Chinese, Duck Specialities",-123.1144584,49.2602703,+12364777777,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/iden-quanjude-beijing-duck-house,https://www.quanjude1864.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Wheelchair access"
Burdock & Co,"2702 Main St., Vancouver, V5T 3E8, Canada",Vancouver,Canada,$$$$,"Contemporary, North American",-123.1006287,49.2609423,+16048790077,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/burdock-co,https://www.burdockandco.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
St. Lawrence,"269 Powell St., Vancouver, V6A 1G3, Canada",Vancouver,Canada,$$$,"French, Regional Cuisine",-123.0978836,49.2832679,+16046203800,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/st-lawrence,https://www.stlawrencerestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
AnnaLena,"1809 W. 1st Ave., Vancouver, V6J 5B8, Canada",Vancouver,Canada,$$$$,"Contemporary, Regional Cuisine",-123.1468282,49.2708003,+17783794052,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/annalena,https://www.annalena.ca/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Song Yun Ze,"No. 8, Block 2, Jade Lane, Crland Plaza, 8 Liuli Road, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥¥,Sichuan,104.089499,30.622636,+862861197776,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/song-yun-ze,,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Foreign credit cards not accepted"
Fang Xiang Jing,"No. 1, Courtyard 5, China Railway Ludao Art City, 16 Majia Garden Road, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥,Sichuan,104.051369,30.685754,+862864601181,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/fang-xiang-jing,,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Foreign credit cards not accepted"
Silver Pot,"No. 532, 5F, M6, ICP Office Building, 300 Jiaozi Avenue, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥,Sichuan,104.056593,30.5856,+862865777598,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/silver-pot,,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Foreign credit cards not accepted,Valet parking"
Chengdu Restaurant,"2F, North Building, Shangshan International, No. 46-1, Section 4, Renmin South Road, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥¥,Cantonese,104.064047,30.618011,+862883389691,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/chengdu-restaurant,http://www.cqxtx.com.cn,1 MICHELIN Star,"Air conditioning,China UnionPay,Foreign credit cards not accepted"
Fu Rong Huang,"3F, 66-16 Guanghuacun Street, Chengdu, China Mainland",Chengdu,China Mainland,¥¥,Sichuan,104.007964,30.667097,+862887346868,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/fu-rong-huang,,1 MICHELIN Star,"Air conditioning,China UnionPay,Foreign credit cards not accepted"
Ma's Kitchen,"1 East Kangshi Street, Chengdu, China Mainland",Chengdu,China Mainland,¥¥,Sichuan,104.081227,30.653874,+862864231923,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/ma-s-kitchen,,1 MICHELIN Star,"Air conditioning,China UnionPay,Credit card / Debit card accepted,Mastercard credit card"
Mi Xun Teahouse,"The Temple House, 81 Bitieshi Street, Chengdu, 610021, China Mainland",Chengdu,China Mainland,¥¥,Vegetarian,104.081984,30.654727,+862862974193,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/mi-xun-teahouse,https://www.thehousecollective.com/en/the-temple-house/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
Chaimen Hui,"2F, China Overseas Uni Elite, 289 Jiaozi Avenue, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥¥,Sichuan,104.053347,30.584093,+862880803377,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/chaimen-hui,http://www.chaimencanyin.com,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Foreign credit cards not accepted,Valet parking"
Young Art · Yong Ya He Xian (Tongzilin East Road),"No. 1, 1 Tongzilin East Road, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥,Sichuan,104.060215,30.61529,+862885199019,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/young-art-yong-ya-he-xian-tongzilin-east-road,http://www.yangyayy.com,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Foreign credit cards not accepted,Valet parking"
Xu's Cuisine,"No. 1, Block 8, Building & Greenwich Plaza, 1 Wangjiang Road, Chengdu, China Mainland",Chengdu,China Mainland,¥¥¥,Sichuan,104.086383,30.639715,+862885291388,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/xu-s-cuisine,,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
La Teinturerie,"Rue de la Préfecture 16, Delémont, 2800, Switzerland",Delémont,Switzerland,€€€,"Creative French, Regional Cuisine",7.3436083,47.3663059,+41324221023,https://guide.michelin.com/en/jura/delmont/restaurant/la-teinturerie,https://www.lateinturerie.ch/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Denis Martin,"Rue du Château 2, Vevey, 1800, Switzerland",Vevey,Switzerland,€€€€,Creative,6.8486004,46.4583909,+41219211210,https://guide.michelin.com/en/vaud/vevey/restaurant/denis-martin,https://www.denismartin.ch/,1 MICHELIN Star,"Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Table de Mary,"Route du Gymnase 2, Cheseaux-Noréaz, 1400, Switzerland",Cheseaux-Noréaz,Switzerland,€€€,Classic French,6.6677225,46.7805014,+41244363110,https://guide.michelin.com/en/vaud/cheseaux-noraz/restaurant/table-de-mary,https://www.latabledemary.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
the K by mauro colagreco,"Via Veglia 18, Saint Moritz, 7500, Switzerland",Saint Moritz,Switzerland,€€€€,French,9.8417787,46.4996168,+41818368216,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/the-k-by-mauro-colagreco,https://www.kulm.com/en/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Lucide,"Europaplatz 1, Lucerne, 6005, Switzerland",Lucerne,Switzerland,€€,"Contemporary, Classic Cuisine",8.3119367,47.0500723,+41412267110,https://guide.michelin.com/en/luzern-region/luzern/restaurant/lucide,https://www.lucide-luzern.ch/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Ackermannshof,"St.-Johanns-Vorstadt 21, Basel, 4056, Switzerland",Basel,Switzerland,€€€€,"Mediterranean Cuisine, Modern Cuisine",7.5843692,47.5634509,+41615512244,https://guide.michelin.com/en/basel-stadt/basel/restaurant/ackermannshof,https://www.ackermannshof.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Les Montagnards - Le Sommet,"Rue de Montsalvens 4, Broc, 1636, Switzerland",Broc,Switzerland,€€€€,"Creative, Modern Cuisine",7.1003624,46.6030258,+41265645566,https://guide.michelin.com/en/fribourg-region/broc/restaurant/les-montagnards-le-sommet,https://lesmontagnards.ch/,1 MICHELIN Star,"Credit cards not accepted,Great view"
Des Trois Tours,"Route de Bourguillon 3, Bourguillon, 1722, Switzerland",Bourguillon,Switzerland,€€€€,"Modern Cuisine, International",7.1696,46.80602,+41263223069,https://guide.michelin.com/en/fribourg-region/bourguillon/restaurant/des-trois-tours-1195868,https://www.trois-tours.ch/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Sihlhalde,"Sihlhaldenstrasse 70, Gattikon, 8136, Switzerland",Gattikon,Switzerland,€€€,Classic Cuisine,8.5476016,47.2916285,+41447200927,https://guide.michelin.com/en/zurich-region/gattikon/restaurant/sihlhalde,https://www.smoly.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Bel Etage,"Leonhardsgraben 49, Basel, 4051, Switzerland",Basel,Switzerland,€€€,"Classic French, International",7.58646,47.55585,+41612611010,https://guide.michelin.com/en/basel-stadt/basel/restaurant/bel-etage,https://www.teufelhof.com/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Il Lago,"Quai des Bergues 33, Geneva, 1201, Switzerland",Geneva,Switzerland,€€€,"Italian, Mediterranean Cuisine",6.1466147,46.2068583,+41229087110,https://guide.michelin.com/en/geneve-region/geneve/restaurant/il-lago,https://www.fourseasons.com/geneva,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
La Table d'Adrien,"Chemin des Creux, Verbier, 1936, Switzerland",Verbier,Switzerland,€€€€,"Contemporary, Mediterranean Cuisine",7.2246987,46.1035433,+41277716200,https://guide.michelin.com/en/wallis/verbier/restaurant/la-table-d-adrien,https://chalet-adrien.com/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Brasserie Uno,"Kirchstrasse 38, Zermatt, 3920, Switzerland",Zermatt,Switzerland,€€€,Contemporary,7.7474356,46.0192354,+41798511768,https://guide.michelin.com/en/wallis/zermatt/restaurant/brasserie-uno,https://www.brasserieuno.com/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
