Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Seventh Son,"4F, China World Summit Wing, 1 Jianguomenwai Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Cantonese,116.452361,39.910984,+861085716888,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/seventh-son-1186794,https://www.seventhson.hk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access"
Furong,"1F, The Westin, 9C Jinrong Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Hunanese,116.35324,39.916154,+861066007175,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/furong,,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access"
Sheng Yong Xing (Chaoyang),"5 Xindong Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Beijing Cuisine,116.443748,39.939223,+861064640968,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/sheng-yong-xing-chaoyang,,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list"
Zijin Mansion,"3F, Waldorf Astoria Hotel, 5-15 Jinyu Hutong, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Cantonese,116.414122,39.916259,+861085208989,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zijin-mansion,https://www.hilton.com/en/hotels/bjswawa-waldorf-astoria-beijing/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Family Li Imperial Cuisine (Xicheng),"11 Yangfang Hutong, Deshengmennei Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Beijing Cuisine,116.376926,39.939837,+861066180107,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/family-li-imperial-cuisine-xicheng,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,JCB,Visa credit card"
Zhiguan Courtyard,"12 Jinyu Hutong, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Dongbei,116.409091,39.91405,+861065599899,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zhiguan,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Garden or park,JCB,Maestro,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access"
Cai Yi Xuan,"2F, Four Seasons Hotel, 48 Liangmaqiao Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Cantonese,116.461067,39.948977,+861056958520,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/cai-yi-xuan,https://www.fourseasons.com/beijing/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Cui Hua Lou (Chongwenmenwai Street),"L02F001, 2F, Phase 1, New World Centre, 3 Chongwenmenwai Street, Beijing, China Mainland",Beijing,China Mainland,¥¥,Shandong,116.411131,39.897672,+861067056390,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/cui-hua-lou,,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted"
Jing,"B1 Level, The Peninsula Hotel, 8 Jinyu Hutong, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,French Contemporary,116.416395,39.915588,+861085162888,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing,https://www.peninsula.com/en/beijing/5-star-luxury-hotel-wangfujing,1 MICHELIN Star,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card,Wheelchair access"
Xin Rong Ji (Jinrong Street),"B1 Level, Financial Street International Hotel, 11 Jinrong Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Taizhou,116.353313,39.917499,+861066180567,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jinrong-street,http://www.xinrongji.cc,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card"
The Georg,"1 Jade River, 45 Dongbuyaqiao Hutong, Dianmen East Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥¥,European Contemporary,116.39889,39.934451,+8684085300,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-georg,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Vege Wonder,"Shop 212, 2F, West Building, WF Central, 269 Wangfujing Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥¥,Vegetarian,116.402415,39.911324,+861068888199,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/vege-wonder,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Poetry‧Wine (Dongsanhuan Middle Road),"61 Dongsanhuan Middle Road, Beijing, China Mainland",Beijing,China Mainland,¥¥,Beijing Cuisine,116.454715,39.897639,+861087774188,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/poetry%E2%80%A7wine,,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Il Ristorante - Niko Romito,"1F, Bvlgari Hotel, Building 2, Courtyard 8, Xinyuan South Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥¥,Italian,116.452232,39.947719,+861085558555,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/il-ristorante-niko-romito-1186723,https://www.bulgarihotels.com/beijing,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Mio,"3F, Four Seasons Hotel, 48 Liangmaqiao Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥¥,Italian,116.4672,39.95071,+8656958522,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/mio,https://www.fourseasons.com/beijing/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Lu Style (Anding Road),"5F, Uni Elite, Building 6, Courtyard 5, Anding Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Shandong,116.398637,39.977857,+861064413777,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lu-style,,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Jing Yaa Tang,"LG Level, The Opposite House, Taikoo Li Sanlitun North, 11 Sanlitun Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Beijing Cuisine,116.4615173,39.9404737,+861064105230,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing-yaa-tang,https://www.thehousecollective.com/en/the-opposite-house/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access"
Xin Rong Ji (Jianguomenwai Street),"5F, Tower A, Yintai Centre, 2 Jianguomenwai Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Taizhou,116.453263,39.906171,+861085171789,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jianguomenwai-street,http://www.xinrongji.cc/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Country Kitchen,"3F, Rosewood Hotel, Jing Guang Centre, Hujialou, 1 Chaoyangmenwai Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Beijing Cuisine,116.454181,39.918808,+861065360066,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/country-kitchen,https://www.rosewoodhotels.com/en/beijing,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
The Tasty House,"Block 21, 4 Gongrentiyuchang North Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Jiangzhe,116.452431,39.930362,+861085885655,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-tasty-house,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access"
Huaiyang Fu,"198 Andingmenwai Street, Beijing, China Mainland",Beijing,China Mainland,¥¥,Huaiyang,116.402769,39.95238,+861064265959,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/huaiyang-fu,,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Lei Garden (Jinbao Tower),"3F, Jinbao Tower, 89 Jinbao Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Cantonese,116.4133837,39.9109245,+861085221212,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lei-garden-jinbao-tower,https://leigarden.hk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card"
Fu Chun Ju,"3F, The Puxuan Hotel, 1 Wangfujing Street, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Cantonese,116.403739,39.922423,+861052806418,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/fu-chun-ju,https://thepuxuan.com/en/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
In Love (Gongti East Road),"Next to East 2 Gate, Workers' Sports Complex, Gongrentiyuchang East Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Hunanese,116.443233,39.927315,+861053520033,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/in-love-gongti-east-road,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Terrace,Visa credit card"
The Beijing Kitchen,"D6007, 6F, SKP Beijing, 87 Jianguo Road, Beijing, China Mainland",Beijing,China Mainland,¥¥,Cantonese,116.473274,39.909316,+861065307905,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-beijing-kitchen,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
Lao Ji Tang (Gongrentiyuchang South Road),"15 Gongrentiyuchang South Road, Beijing, China Mainland",Beijing,China Mainland,¥¥,Shanghainese,116.442599,39.925181,+861085612685,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lao-ji-tang,,1 MICHELIN Star,"Air conditioning,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
8 1/2 Otto e Mezzo - Bombana,"Shop 1031, 1F, Galaxy, The Promenade, Avenida de Cotai, Macau",,Macau,$$$,Italian,113.5553965,22.1465088,+85388862169,https://guide.michelin.com/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,https://www.laisundining.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Zi Yat Heen,"GF, Four Seasons Hotel, Estrada da Baia de Nossa Senhora da Esperanca, Macau",,Macau,$$$,Cantonese,113.56152,22.145418,+85328818888,https://guide.michelin.com/en/macau-region/macau/restaurant/zi-yat-heen,https://www.fourseasons.com/macau/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Wing Lei Palace,"GF, West Esplanade, Wynn Palace, Avenida da Nave Desportiva, Macau",,Macau,$$$,Cantonese,113.5702912,22.1475177,+85388893663,https://guide.michelin.com/en/macau-region/macau/restaurant/wing-lei-palace,https://www.wynnpalace.com/en,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Lai Heen,"51F, The Ritz-Carlton, Galaxy, Estrada da Baia de Nossa Senhora da Esperança, Macau",,Macau,$$$,Cantonese,113.551926,22.148754,+85388866712,https://guide.michelin.com/en/macau-region/macau/restaurant/lai-heen,https://www.ritzcarlton.com/en/hotels/china/macau,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
The Kitchen,"3F, Grand Lisboa Hotel, Avenida de Lisboa, Macau",,Macau,$$$,Steakhouse,113.5432276,22.1911977,+85388037777,https://guide.michelin.com/en/macau-region/macau/restaurant/the-kitchen417810,https://www.grandlisboahotels.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Pearl Dragon,"Shop 2111, 2F, Star Tower, Studio City Hotel, Estrada do Istmo, Macau",,Macau,$$$,Cantonese,113.5610548,22.1415956,+85388656560,https://guide.michelin.com/en/macau-region/macau/restaurant/pearl-dragon,https://www.studiocity-macau.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Ying,"11F, Altira Hotel, Avenida de Kwong Tung, Macau",,Macau,$$$,Cantonese,113.5551252,22.1619565,+85328868868,https://guide.michelin.com/en/macau-region/macau/restaurant/ying,https://www.altiramacau.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Liu Yuan Pavilion,"3F, The Broadway, 54-62 Lockhart Road, Hong Kong",,Hong Kong,$$,Shanghainese,114.1707918,22.2781199,+85228042000,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/liu-yuan-pavilion,,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card"
Vea,"30F, The Wellington, 198 Wellington Street, Hong Kong",,Hong Kong,$$$$,Innovative,114.1529424,22.2850013,+85227118639,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/vea,https://vea.hk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Whey,"UG Level, The Wellington, 198 Wellington Street, Hong Kong",,Hong Kong,$$$,European Contemporary,114.1529127,22.2850438,+85226933198,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/whey,http://www.whey.hk,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Épure,"Shop 403, 4F, Ocean Centre, Harbour City, 3-27 Canton Road, Hong Kong",,Hong Kong,$$$,French Contemporary,114.1683295,22.2960349,+85231858338,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/epure,http://www.epure.hk,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Brunch,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
